"(Intercept)","dbh","I(dbh^2)","pet","I(pet^2)","wet","I(wet^2)","df","logLik","AICc","delta","weight","cw","any_u_shaped"
-1.84800936120893,-0.142870191899153,0.00219045429979591,-1.71078669713701,1.15190548473722,1.46706963480567,-0.112031352869705,10,-5687.73406546656,11395.5142912353,0,0.999977107758044,0.999977107758044,TRUE
-3.82326803427368,-0.144325482372494,0.00215456568684915,0.618101616195642,NA,1.70458990740093,-0.127238896835811,9,-5699.42299186363,11416.8837433245,21.3694520892386,2.28914074778734e-05,0.999999999165522,FALSE
3.24525139646152,-0.141462509730443,0.00221077247853824,-2.2397555346294,1.45685347221512,-0.0280092695189412,NA,9,-5710.13618677857,11438.3101331544,42.79584191912,5.09320387673817e-10,0.999999999674842,TRUE
2.90747328019645,-0.142200366871153,0.00219547432324128,-1.87806649482985,1.2788796062011,NA,NA,8,-5711.58873308312,11439.2076675085,43.6933762732642,3.25157632165563e-10,1,TRUE
-3.04181076600259,-0.0385070190940204,NA,-1.53093224932728,1.06103481297148,1.46803732462079,-0.111609068959281,9,-5727.34324343213,11472.7242464615,77.2099552262298,1.71419927283179e-17,1,TRUE
1.66410866035019,-0.142769950854404,0.00217555916755907,0.721125348378789,NA,NA,NA,7,-5730.05752058483,11474.138526177,78.6242349417444,8.45190035795491e-18,1,FALSE
1.56119669154824,-0.143155281093296,0.00216754101241941,0.721114485956888,NA,0.0174258105737592,NA,8,-5729.36024659591,11474.7506945341,79.2364032988389,6.2233424385985e-18,1,FALSE
-4.85028822441943,-0.041426768505832,NA,0.612689950061768,NA,1.68851326995551,-0.125712516825503,8,-5737.20208975725,11490.4343808568,94.920089621517,2.44542577681481e-21,1,FALSE
1.76774350736828,-0.0372858743392579,NA,-1.77730492951365,1.22759462652828,NA,NA,7,-5750.51182979264,11515.0471445926,119.532853357356,1.10601431567359e-26,1,TRUE
2.02878917516388,-0.0361319014398625,NA,-2.06413725318943,1.36883068767705,-0.0220720525724462,NA,8,-5749.61867905663,11515.2675594555,119.753268220285,9.90599875210628e-27,1,TRUE
-4.89950115236891,-0.145096101065172,0.00212092108673941,NA,NA,2.22618435650778,-0.166604362265563,8,-5754.56698158236,11525.164164507,129.649873271743,7.0287449943206e-29,1,FALSE
0.465019742027454,-0.0396589670192413,NA,0.71618750726412,NA,0.0210978280572589,NA,7,-5766.50155277955,11547.0265905664,151.512299331189,1.257512433861e-33,1,FALSE
0.584777589802392,-0.0387292927955891,NA,0.716221646075969,NA,NA,NA,6,-5767.51924511484,11547.0561002926,151.541809057318,1.23909422332924e-33,1,FALSE
-2.50456260234607,NA,NA,-2.23110479882619,1.42821588069987,1.18598798722399,-0.0930563175322002,8,-5780.22471173159,11576.4796248055,180.965333570201,5.05669972455731e-40,1,TRUE
-5.911264391874,-0.0437436192887473,NA,NA,NA,2.20828984868671,-0.164924052958079,7,-5790.82037108854,11595.6642271844,200.149935949157,3.45130777576557e-44,1,FALSE
1.75269372926766,NA,NA,-2.65892706422054,1.67742563959673,-0.0557982085023823,NA,7,-5795.93765237494,11605.8987897572,210.384498521962,2.06812443032953e-46,1,TRUE
-4.97904158952253,NA,NA,0.65194340684674,NA,1.46945689478478,-0.11100266255216,7,-5797.97333655467,11609.9701581167,214.455866881421,2.70078652867635e-47,1,FALSE
1.02314734952288,NA,NA,-1.92008274907654,1.3140755883355,NA,NA,6,-5801.70345347033,11615.4245170036,219.910225768293,1.76640902626142e-48,1,TRUE
2.38937243867815,-0.143426555851158,0.00213951268419014,NA,NA,NA,NA,6,-5807.72720098692,11627.4720120367,231.957720801471,4.27573684721173e-51,1,FALSE
2.28818635597207,-0.143799306190292,0.00213156137879491,NA,NA,0.0171173718245236,NA,7,-5807.07791219579,11628.1793093989,232.665018163658,3.00208716479223e-51,1,FALSE
-0.27346800463742,NA,NA,0.746025894068344,NA,NA,NA,5,-5821.17048197652,11652.3535399329,256.839248697655,1.69065827737639e-56,1,FALSE
-0.255101625063501,NA,NA,0.745985120972333,NA,-0.00276769507955374,NA,6,-5821.15284069794,11654.3232914588,258.809000223515,6.314365630733e-57,1,FALSE
1.32152479460098,-0.0410353373806546,NA,NA,NA,NA,NA,5,-5843.45170585646,11696.9159876928,301.401696457531,3.55994471887481e-66,1,FALSE
1.20285399305551,-0.0419540012460322,NA,NA,NA,0.0208930781694525,NA,6,-5842.48811770712,11696.9938454771,301.479554241869,3.42402282408054e-66,1,FALSE
-6.14354460329653,NA,NA,NA,NA,2.01780209498265,-0.152418378675352,6,-5857.45748999135,11726.9325900456,331.418298810331,1.07999282533066e-72,1,FALSE
0.442184826261822,NA,NA,NA,NA,NA,NA,4,-5902.32393361672,11812.6562494631,417.141958227847,2.6227973945733e-91,1,FALSE
0.47037525210553,NA,NA,NA,NA,-0.00425702194973182,NA,5,-5902.28375270012,11814.5800813801,419.065790144869,1.00232820358651e-91,1,FALSE
